age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
37,3. Asian,4. Master's Deg,176.9896505,94107,3250,4750,21238.75806,590.9090909,8.125
27,2. Black,2. Some College,23.27470405,94301,3800,5500,2792.964486,690.9090909,9.5
64,1. White,2. Some College,90.48191336,94107,3250,4750,10857.8296,590.9090909,8.125
52,1. White,2. Some College,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
47,2. Black,2. Some College,82.6796373,94104,5000,7500,9921.556476,909.0909091,12.5
26,1. White,2. Some College,56.90553914,95012,1900,2500,6828.664697,345.4545455,4.75
41,1. White,2. Some College,128.6804882,94040,3600,4500,15441.65858,654.5454545,9
22,1. White,2. Some College,75.04315402,94924,2800,3800,9005.178482,509.0909091,7
76,1. White,3. College Grad,73.77574327,94107,3250,4750,8853.089192,590.9090909,8.125
46,1. White,2. Some College,108.0658303,94040,3600,4500,12967.89964,654.5454545,9
39,2. Black,3. College Grad,123.0896998,94107,3250,4750,14770.76398,590.9090909,8.125
39,1. White,5. Advanced Degree,277.7994802,94040,3600,4500,33335.93762,654.5454545,9
23,1. White,3. College Grad,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
49,1. White,3. College Grad,123.9085676,94107,3250,4750,14869.02811,590.9090909,8.125
44,1. White,2. Some College,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
20,1. White,2. Some College,70.47601965,94040,3600,4500,8457.122358,654.5454545,9
43,1. White,1. PhD,277.6014175,94040,3600,4500,33312.1701,654.5454545,9
42,1. White,4. Master's Deg,148.4131591,94602,2600,3700,17809.57909,472.7272727,6.5
46,1. White,4. Master's Deg,114.4757133,94105,3500,5000,13737.0856,636.3636364,8.75
33,1. White,4. Master's Deg,99.6894637,94301,3800,5500,11962.73564,690.9090909,9.5
62,1. White,5. Advanced Degree,268.266292,94105,3500,5000,32191.95504,636.3636364,8.75
38,1. White,3. College Grad,130.9821774,94301,3800,5500,15717.86129,690.9090909,9.5
43,1. White,4. Master's Deg,109.8339856,95012,1900,2500,13180.07827,345.4545455,4.75
46,1. White,4. Master's Deg,277.6014175,94301,3800,5500,33312.1701,690.9090909,9.5
18,1. White,2. Some College,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
63,1. White,1. PhD,267.9010869,94040,3600,4500,32148.13043,654.5454545,9
43,2. Black,5. Advanced Degree,119.7408513,94040,3600,4500,14368.90216,654.5454545,9
44,1. White,4. Master's Deg,141.7751723,94602,2600,3700,17013.02068,472.7272727,6.5
53,2. Black,3. College Grad,128.2526611,94602,2600,3700,15390.31933,472.7272727,6.5
58,3. Asian,2. Some College,90.48191336,94040,3600,4500,10857.8296,654.5454545,9
23,3. Asian,4. Master's Deg,76.89360252,94105,3500,5000,9227.232302,636.3636364,8.75
50,3. Asian,4. Master's Deg,127.1157438,94040,3600,4500,15253.88926,654.5454545,9
35,3. Asian,5. Advanced Degree,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
38,3. Asian,5. Advanced Degree,200.5432623,94104,5000,7500,24065.19148,909.0909091,12.5
36,3. Asian,2. Some College,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
32,3. Asian,5. Advanced Degree,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
56,3. Asian,5. Advanced Degree,268.266292,94301,3800,5500,32191.95504,690.9090909,9.5
41,3. Asian,3. College Grad,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
40,3. Asian,2. Some College,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
26,3. Asian,4. Master's Deg,82.6796373,94602,2600,3700,9921.556476,472.7272727,6.5
26,3. Asian,2. Some College,130.9821774,94105,3500,5000,15717.86129,636.3636364,8.75
47,3. Asian,4. Master's Deg,108.8745258,94602,2600,3700,13064.9431,472.7272727,6.5
25,2. Black,4. Master's Deg,54.59815003,94105,3500,5000,6551.778004,636.3636364,8.75
58,2. Black,3. College Grad,309.5717713,94602,2600,3700,37148.61256,472.7272727,6.5
57,3. Asian,2. Some College,82.68239934,94104,5000,7500,9921.887921,909.0909091,12.5
30,3. Asian,2. Some College,59.62864555,94107,3250,4750,7155.437466,590.9090909,8.125
44,3. Asian,4. Master's Deg,166.3249412,94301,3800,5500,19958.99294,690.9090909,9.5
29,3. Asian,2. Some College,79.85490031,94301,3800,5500,9582.588037,690.9090909,9.5
51,3. Asian,4. Master's Deg,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
37,3. Asian,2. Some College,92.89584479,94301,3800,5500,11147.50137,690.9090909,9.5
67,3. Asian,5. Advanced Degree,160.6424754,94107,3250,4750,19277.09705,590.9090909,8.125
34,1. White,2. Some College,70.47601965,94602,2600,3700,8457.122358,472.7272727,6.5
50,1. White,5. Advanced Degree,120.5894365,94104,5000,7500,14470.73238,909.0909091,12.5
38,1. White,2. Some College,160.6424754,94105,3500,5000,19277.09705,636.3636364,8.75
55,1. White,4. Master's Deg,171.7651326,94040,3600,4500,20611.81591,654.5454545,9
27,1. White,3. College Grad,120.5894365,94301,3800,5500,14470.73238,690.9090909,9.5
39,1. White,3. College Grad,134.7053751,94105,3500,5000,16164.64501,636.3636364,8.75
54,1. White,3. College Grad,148.4131591,94301,3800,5500,17809.57909,690.9090909,9.5
55,1. White,5. Advanced Degree,129.4536446,94104,5000,7500,15534.43735,909.0909091,12.5
49,2. Black,3. College Grad,134.7053751,94301,3800,5500,16164.64501,690.9090909,9.5
42,1. White,2. Some College,56.90553914,94602,2600,3700,6828.664697,472.7272727,6.5
39,1. White,4. Master's Deg,87.98103279,94040,3600,4500,10557.72393,654.5454545,9
32,1. White,2. Some College,68.11199407,94104,5000,7500,8173.439288,909.0909091,12.5
39,1. White,3. College Grad,128.6804882,94104,5000,7500,15441.65858,909.0909091,12.5
50,1. White,5. Advanced Degree,134.7053751,94104,5000,7500,16164.64501,909.0909091,12.5
47,1. White,2. Some College,94.07271475,94104,5000,7500,11288.72577,909.0909091,12.5
40,1. White,3. College Grad,87.98103279,94107,3250,4750,10557.72393,590.9090909,8.125
51,1. White,3. College Grad,118.8843593,94107,3250,4750,14266.12312,590.9090909,8.125
28,3. Asian,3. College Grad,68.74808773,94301,3800,5500,8249.770528,690.9090909,9.5
53,1. White,3. College Grad,94.07271475,94107,3250,4750,11288.72577,590.9090909,8.125
54,1. White,3. College Grad,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
51,1. White,4. Master's Deg,91.69922611,94105,3500,5000,11003.90713,636.3636364,8.75
33,1. White,5. Advanced Degree,134.7053751,94105,3500,5000,16164.64501,636.3636364,8.75
55,1. White,4. Master's Deg,127.1157438,94040,3600,4500,15253.88926,654.5454545,9
44,1. White,5. Advanced Degree,100.7642728,94301,3800,5500,12091.71274,690.9090909,9.5
30,1. White,3. College Grad,105.9278108,94105,3500,5000,12711.3373,636.3636364,8.75
40,3. Asian,5. Advanced Degree,87.98103279,94602,2600,3700,10557.72393,472.7272727,6.5
26,1. White,2. Some College,99.6894637,94602,2600,3700,11962.73564,472.7272727,6.5
49,3. Asian,4. Master's Deg,112.6488963,94107,3250,4750,13517.86756,590.9090909,8.125
43,1. White,5. Advanced Degree,163.515864,94107,3250,4750,19621.90368,590.9090909,8.125
43,2. Black,3. College Grad,82.6796373,94040,3600,4500,9921.556476,654.5454545,9
44,1. White,2. Some College,79.85490031,94104,5000,7500,9582.588037,909.0909091,12.5
32,1. White,4. Master's Deg,49.55533812,94104,5000,7500,5946.640574,909.0909091,12.5
34,3. Asian,5. Advanced Degree,152.838801,94105,3500,5000,18340.65612,636.3636364,8.75
36,3. Asian,4. Master's Deg,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
51,1. White,2. Some College,101.4020523,94107,3250,4750,12168.24628,590.9090909,8.125
42,1. White,3. College Grad,95.68881191,94040,3600,4500,11482.65743,654.5454545,9
60,1. White,5. Advanced Degree,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
36,1. White,2. Some College,76.89360252,94105,3500,5000,9227.232302,636.3636364,8.75
47,1. White,3. College Grad,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
60,1. White,3. College Grad,138.2991269,94040,3600,4500,16595.89523,654.5454545,9
22,1. White,2. Some College,54.59815003,94104,5000,7500,6551.778004,909.0909091,12.5
41,2. Black,2. Some College,65.11085372,94040,3600,4500,7813.302446,654.5454545,9
56,1. White,4. Master's Deg,109.8339856,94105,3500,5000,13180.07827,636.3636364,8.75
44,1. White,2. Some College,73.77574327,94105,3500,5000,8853.089192,636.3636364,8.75
49,1. White,4. Master's Deg,105.9278108,94301,3800,5500,12711.3373,690.9090909,9.5
45,1. White,4. Master's Deg,116.2653241,94105,3500,5000,13951.83889,636.3636364,8.75
25,1. White,3. College Grad,94.07271475,94040,3600,4500,11288.72577,654.5454545,9
52,1. White,3. College Grad,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
30,1. White,5. Advanced Degree,148.4131591,94040,3600,4500,17809.57909,654.5454545,9
29,1. White,2. Some College,104.9215065,94104,5000,7500,12590.58078,909.0909091,12.5
23,1. White,4. Master's Deg,79.85490031,94301,3800,5500,9582.588037,690.9090909,9.5
48,1. White,2. Some College,108.8745258,94301,3800,5500,13064.9431,690.9090909,9.5
44,1. White,2. Some College,109.8339856,94301,3800,5500,13180.07827,690.9090909,9.5
62,1. White,4. Master's Deg,127.1157438,94104,5000,7500,15253.88926,909.0909091,12.5
33,1. White,5. Advanced Degree,151.5914842,94107,3250,4750,18190.9781,590.9090909,8.125
51,1. White,2. Some College,105.9278108,94602,2600,3700,12711.3373,472.7272727,6.5
36,1. White,1. PhD,200.5432623,94107,3250,4750,24065.19148,590.9090909,8.125
23,1. White,2. Some College,59.09706408,94040,3600,4500,7091.64769,654.5454545,9
51,1. White,2. Some College,68.74808773,94107,3250,4750,8249.770528,590.9090909,8.125
47,1. White,4. Master's Deg,176.9896505,94602,2600,3700,21238.75806,472.7272727,6.5
34,1. White,2. Some College,103.9024706,94602,2600,3700,12468.29647,472.7272727,6.5
34,1. White,2. Some College,82.6796373,94104,5000,7500,9921.556476,909.0909091,12.5
43,1. White,5. Advanced Degree,200.5432623,94602,2600,3700,24065.19148,472.7272727,6.5
43,1. White,3. College Grad,101.8243521,94301,3800,5500,12218.92225,690.9090909,9.5
40,1. White,4. Master's Deg,163.515864,94602,2600,3700,19621.90368,472.7272727,6.5
59,1. White,2. Some College,104.9215065,94105,3500,5000,12590.58078,636.3636364,8.75
53,1. White,2. Some College,109.8339856,94602,2600,3700,13180.07827,472.7272727,6.5
32,1. White,2. Some College,104.9215065,94040,3600,4500,12590.58078,654.5454545,9
48,1. White,2. Some College,107.9039239,94105,3500,5000,12948.47087,636.3636364,8.75
37,1. White,5. Advanced Degree,182.020621,94107,3250,4750,21842.47452,590.9090909,8.125
20,2. Black,3. College Grad,75.04315402,94301,3800,5500,9005.178482,690.9090909,9.5
32,1. White,2. Some College,61.18752643,94301,3800,5500,7342.503172,690.9090909,9.5
40,1. White,2. Some College,85.38394038,94104,5000,7500,10246.07285,909.0909091,12.5
48,1. White,3. College Grad,123.8237338,94105,3500,5000,14858.84806,636.3636364,8.75
43,1. White,4. Master's Deg,176.9896505,94301,3800,5500,21238.75806,690.9090909,9.5
56,3. Asian,5. Advanced Degree,118.8843593,94104,5000,7500,14266.12312,909.0909091,12.5
55,1. White,1. PhD,268.266292,94104,5000,7500,32191.95504,909.0909091,12.5
38,1. White,2. Some College,89.49247952,94105,3500,5000,10739.09754,636.3636364,8.75
52,1. White,2. Some College,92.89584479,94602,2600,3700,11147.50137,472.7272727,6.5
40,1. White,5. Advanced Degree,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
29,1. White,5. Advanced Degree,115.3750386,94602,2600,3700,13845.00463,472.7272727,6.5
45,1. White,4. Master's Deg,130.9836943,94602,2600,3700,15718.04332,472.7272727,6.5
39,3. Asian,2. Some College,68.74808773,94104,5000,7500,8249.770528,909.0909091,12.5
50,1. White,4. Master's Deg,182.020621,94104,5000,7500,21842.47452,909.0909091,12.5
50,1. White,5. Advanced Degree,143.8085568,94301,3800,5500,17257.02682,690.9090909,9.5
57,3. Asian,5. Advanced Degree,134.7053751,94104,5000,7500,16164.64501,909.0909091,12.5
30,1. White,2. Some College,63.188861,94107,3250,4750,7582.66332,590.9090909,8.125
56,2. Black,3. College Grad,75.35567932,94301,3800,5500,9042.681518,690.9090909,9.5
43,3. Asian,5. Advanced Degree,176.9906754,94107,3250,4750,21238.88105,590.9090909,8.125
43,1. White,4. Master's Deg,104.9215065,94107,3250,4750,12590.58078,590.9090909,8.125
67,2. Black,3. College Grad,123.0896998,94040,3600,4500,14770.76398,654.5454545,9
50,1. White,2. Some College,111.7208494,94104,5000,7500,13406.50193,909.0909091,12.5
49,1. White,3. College Grad,111.7208494,94105,3500,5000,13406.50193,636.3636364,8.75
50,1. White,2. Some College,87.98103279,94602,2600,3700,10557.72393,472.7272727,6.5
59,2. Black,4. Master's Deg,144.2107612,94040,3600,4500,17305.29134,654.5454545,9
51,1. White,3. College Grad,117.1468169,94105,3500,5000,14057.61803,636.3636364,8.75
39,1. White,2. Some College,78.3924668,94104,5000,7500,9407.096016,909.0909091,12.5
54,2. Black,3. College Grad,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
55,1. White,3. College Grad,123.0896998,94105,3500,5000,14770.76398,636.3636364,8.75
45,1. White,3. College Grad,127.1157438,94301,3800,5500,15253.88926,690.9090909,9.5
54,1. White,3. College Grad,139.0034081,94104,5000,7500,16680.40897,909.0909091,12.5
23,1. White,2. Some College,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
74,2. Black,4. Master's Deg,70.47601965,94301,3800,5500,8457.122358,690.9090909,9.5
52,1. White,2. Some College,109.8339856,94301,3800,5500,13180.07827,690.9090909,9.5
25,1. White,2. Some College,70.81503862,94602,2600,3700,8497.804634,472.7272727,6.5
45,1. White,2. Some College,70.47601965,94104,5000,7500,8457.122358,909.0909091,12.5
37,1. White,3. College Grad,176.9896505,94104,5000,7500,21238.75806,909.0909091,12.5
55,1. White,3. College Grad,113.5670896,94040,3600,4500,13628.05075,654.5454545,9
25,1. White,2. Some College,82.6796373,94104,5000,7500,9921.556476,909.0909091,12.5
66,1. White,4. Master's Deg,148.4131591,94107,3250,4750,17809.57909,590.9090909,8.125
47,2. Black,4. Master's Deg,161.2224955,94107,3250,4750,19346.69946,590.9090909,8.125
36,2. Black,4. Master's Deg,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
63,1. White,2. Some College,134.7053751,94104,5000,7500,16164.64501,909.0909091,12.5
44,1. White,4. Master's Deg,160.6424754,94105,3500,5000,19277.09705,636.3636364,8.75
37,1. White,5. Advanced Degree,267.9010869,94040,3600,4500,32148.13043,654.5454545,9
32,1. White,4. Master's Deg,104.9215065,94105,3500,5000,12590.58078,636.3636364,8.75
43,1. White,3. College Grad,134.7053751,94602,2600,3700,16164.64501,472.7272727,6.5
37,1. White,4. Master's Deg,123.0896998,94301,3800,5500,14770.76398,690.9090909,9.5
26,1. White,2. Some College,66.96164432,94602,2600,3700,8035.397318,472.7272727,6.5
39,1. White,3. College Grad,91.69922611,94301,3800,5500,11003.90713,690.9090909,9.5
45,1. White,5. Advanced Degree,160.6424754,94104,5000,7500,19277.09705,909.0909091,12.5
40,2. Black,4. Master's Deg,136.8763676,94104,5000,7500,16425.16411,909.0909091,12.5
51,1. White,5. Advanced Degree,153.4575153,94105,3500,5000,18414.90184,636.3636364,8.75
52,2. Black,2. Some College,61.18752643,94040,3600,4500,7342.503172,654.5454545,9
43,1. White,2. Some College,65.11085372,94602,2600,3700,7813.302446,472.7272727,6.5
52,1. White,4. Master's Deg,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
50,1. White,5. Advanced Degree,182.020621,94040,3600,4500,21842.47452,654.5454545,9
54,1. White,4. Master's Deg,114.4757133,94040,3600,4500,13737.0856,654.5454545,9
28,1. White,2. Some College,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
28,1. White,2. Some College,136.8763676,94104,5000,7500,16425.16411,909.0909091,12.5
26,3. Asian,4. Master's Deg,97.49329405,94104,5000,7500,11699.19529,909.0909091,12.5
45,1. White,2. Some College,81.28325328,94040,3600,4500,9753.990394,654.5454545,9
34,1. White,2. Some College,73.77574327,94602,2600,3700,8853.089192,472.7272727,6.5
73,2. Black,2. Some College,118.8843593,94040,3600,4500,14266.12312,654.5454545,9
31,1. White,2. Some College,113.5670896,94105,3500,5000,13628.05075,636.3636364,8.75
29,1. White,3. College Grad,90.48191336,94107,3250,4750,10857.8296,590.9090909,8.125
40,1. White,5. Advanced Degree,160.6424754,94301,3800,5500,19277.09705,690.9090909,9.5
38,1. White,1. PhD,179.5280922,94107,3250,4750,21543.37106,590.9090909,8.125
42,1. White,3. College Grad,147.7667762,94107,3250,4750,17732.01314,590.9090909,8.125
50,1. White,2. Some College,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
51,1. White,2. Some College,59.03285483,94107,3250,4750,7083.94258,590.9090909,8.125
40,1. White,2. Some College,107.3160632,94105,3500,5000,12877.92758,636.3636364,8.75
25,1. White,4. Master's Deg,49.55533812,94301,3800,5500,5946.640574,690.9090909,9.5
47,1. White,4. Master's Deg,144.4780877,94301,3800,5500,17337.37052,690.9090909,9.5
27,1. White,3. College Grad,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
53,1. White,4. Master's Deg,81.63526865,94104,5000,7500,9796.232238,909.0909091,12.5
67,2. Black,2. Some College,87.98103279,94301,3800,5500,10557.72393,690.9090909,9.5
40,3. Asian,4. Master's Deg,130.9821774,94104,5000,7500,15717.86129,909.0909091,12.5
44,2. Black,4. Master's Deg,87.98103279,94104,5000,7500,10557.72393,909.0909091,12.5
33,1. White,2. Some College,81.28325328,94602,2600,3700,9753.990394,472.7272727,6.5
29,1. White,3. College Grad,89.24288466,94105,3500,5000,10709.14616,636.3636364,8.75
32,1. White,5. Advanced Degree,114.1133945,94301,3800,5500,13693.60734,690.9090909,9.5
27,1. White,2. Some College,104.9215065,94602,2600,3700,12590.58078,472.7272727,6.5
40,1. White,2. Some College,112.6488963,94301,3800,5500,13517.86756,690.9090909,9.5
36,1. White,2. Some College,56.90553914,94040,3600,4500,6828.664697,654.5454545,9
48,2. Black,2. Some College,87.98103279,94301,3800,5500,10557.72393,690.9090909,9.5
56,1. White,3. College Grad,118.8843593,94602,2600,3700,14266.12312,472.7272727,6.5
24,1. White,2. Some College,127.1157438,94104,5000,7500,15253.88926,909.0909091,12.5
53,3. Asian,5. Advanced Degree,134.7053751,94104,5000,7500,16164.64501,909.0909091,12.5
34,1. White,2. Some College,107.9039239,94107,3250,4750,12948.47087,590.9090909,8.125
61,1. White,3. College Grad,281.7459706,94602,2600,3700,33809.51647,472.7272727,6.5
38,1. White,2. Some College,48.18565022,94602,2600,3700,5782.278026,472.7272727,6.5
55,1. White,4. Master's Deg,127.1157438,94107,3250,4750,15253.88926,590.9090909,8.125
70,1. White,4. Master's Deg,50.35400164,94105,3500,5000,6042.480197,636.3636364,8.75
